household_ID,Consumption
ID1351,143.2
ID1352,82.12
ID1353,101.8
ID1354,224.12
ID1355,124.48
ID1356,83.32
ID1357,177.8
ID1358,137.44
ID1359,82.64
ID1360,65.56
ID1361,91.32
ID1362,211.4
ID1363,92.16
ID1364,161.92
ID1365,42.44
ID1366,95.32
ID1367,96.92
ID1368,39.88
ID1369,136.8
ID1370,61.68
ID1371,87.24
ID1372,49
ID1373,55.72
ID1374,135.72
ID1375,NA
ID1376,13.48
ID1377,329.88
ID1378,207.8
ID1379,172.04
ID1380,37.4
ID1381,167.96
ID1382,156.6
ID1383,82.56
ID1384,153.6
ID1385,130.12
ID1386,82
ID1387,35.56
ID1388,211.28
ID1389,55.92
ID1390,24.84
ID1391,82.32
ID1392,201.92
ID1393,101.2
ID1394,135.92
ID1395,80.12
ID1396,127.4
ID1397,9
ID1398,84.64
ID1399,195.92
ID1400,508.68
ID1401,9.84
ID1402,87
ID1403,21.48
ID1404,97.44
ID1405,0
ID1406,170.04
ID1407,166.96
ID1408,122.28
ID1409,40.72
ID1410,190.72
ID1411,95.68
ID1412,88.72
ID1413,72.56
ID1414,NA
ID1415,225.88
ID1416,56.84
ID1417,154.56
ID1418,63.76
ID1419,45.88
ID1420,199.96
ID1421,89.48
ID1422,83.6
ID1423,137.56
ID1424,112
ID1425,116.12
ID1426,109.76
ID1427,66.16
ID1428,18.64
ID1429,93.28
ID1430,73.64
ID1431,22.16
ID1432,31.92
ID1433,101.88
ID1434,58.72
ID1435,88.92
ID1436,96.72
ID1437,96.28
ID1438,NA
ID1439,31.4
ID1440,53.84
ID1441,48.64
ID1442,43.24
ID1443,219.96
ID1444,NA
ID1445,171.12
ID1446,9.24
ID1447,85.12
ID1448,24.2
ID1449,116.88
ID1450,65.64
ID1451,54.08
ID1452,117.16
ID1453,36.4
ID1454,151.16
ID1455,184.12
ID1456,87.72
ID1457,88.72
ID1458,355.08
ID1459,84.08
ID1460,NA
ID1461,253.52
ID1462,122.96
ID1463,18.04
ID1464,56.28
ID1465,114.68
ID1466,178.36
ID1467,12.28
ID1468,72.88
ID1469,84.44
ID1470,127.4
ID1471,82.48
ID1472,191.72
ID1473,73.44
ID1474,81.96
ID1475,95.56
ID1476,49.56
ID1477,92.6
ID1478,458.88
ID1479,90.04
ID1480,140.8
ID1481,201.52
ID1482,51.36
ID1483,81.44
ID1484,NA
ID1485,63.44
ID1486,65
ID1487,34.88
ID1488,145.84
ID1489,89.96
ID1490,124.92
ID1491,186.72
ID1492,107.92
ID1493,97.44
ID1494,72.84
ID1495,19.2
ID1496,290.4
ID1497,125.32
ID1498,84.64
ID1499,178.92
ID1500,81.4
ID1501,12.48
ID1502,34.52
ID1503,46.64
ID1504,73.48
ID1505,NA
ID1506,45.24
ID1507,160.04
ID1508,76.4
ID1509,29.8
ID1510,NA
ID1511,49.52
ID1512,203.32
ID1513,20.24
ID1514,85.64
ID1515,25.68
ID1516,80.24
ID1517,66.4
ID1518,125.84
ID1519,77.8
ID1520,160.92
ID1521,NA
ID1522,25.64
ID1523,85.96
ID1524,93.08
ID1525,172.08
ID1526,65.24
ID1527,74.08
ID1528,59.36
ID1529,73.04
ID1530,61.24
ID1531,82.44
ID1532,76.8
ID1533,84.64
ID1534,23.16
ID1535,166.92
ID1536,103.68
ID1537,49.28
ID1538,118.96
ID1539,48.24
ID1540,75.64
ID1541,231.6
ID1542,61
ID1543,85.32
ID1544,63.84
ID1545,133.76
ID1546,124.64
ID1547,70.52
ID1548,20
ID1549,39.28
ID1550,99.36
ID1551,132.04
ID1552,75.64
ID1553,96.2
ID1554,44.48
ID1555,105.12
ID1556,125.68
ID1557,65.08
ID1558,83.24
ID1559,175
ID1560,27.52
ID1561,13.72
ID1562,155.12
ID1563,64.68
ID1564,164.12
ID1565,254.2
ID1566,4.52
ID1567,132.96
ID1568,29.32
ID1569,61.68
ID1570,137.68
ID1571,79.04
ID1572,NA
ID1573,166.52
ID1574,142.16
ID1575,59.76
ID1576,140.6
ID1577,20.96
ID1578,317.12
ID1579,118.6
ID1580,108.04
ID1581,261.08
ID1582,63.96
ID1583,NA
ID1584,12.6
ID1585,108.6
ID1586,124
ID1587,103.64
ID1588,280.96
ID1589,113.48
ID1590,86.72
ID1591,123.24
ID1592,148.12
ID1593,134.4
ID1594,141.6
ID1595,68.44
ID1596,86.16
ID1597,95.24
ID1598,91.28
ID1599,123
ID1600,259.4
ID1601,75.28
ID1602,NA
ID1603,269.04
ID1604,227.92
ID1605,215.4
ID1606,174.72
ID1607,NA
ID1608,97.56
ID1609,57
ID1610,100.16
ID1611,192.2
ID1612,77.72
ID1613,244.6
ID1614,123.24
ID1615,131.92
ID1616,97.96
ID1617,107.16
ID1618,94.48
ID1619,151.92
ID1620,229.96
ID1621,244.96
ID1622,238.4
ID1623,177.96
ID1624,96.4
ID1625,652
ID1626,37.52
ID1627,209.68
ID1628,69.72
ID1629,105.52
ID1630,192.72
ID1631,71.92
ID1632,79.8
ID1633,97.84
ID1634,155.44
ID1635,56.6
ID1636,10.16
ID1637,83.92
ID1638,80.2
ID1639,21.44
ID1640,29
ID1641,165.28
ID1642,154.72
ID1643,93.56
ID1644,110.68
ID1645,59.16
ID1646,216
ID1647,113.96
ID1648,72.08
ID1649,67.72
ID1650,117.44
ID1651,121
ID1652,72.72
ID1653,428.36
ID1654,79
ID1655,106.2
ID1656,57.28
ID1657,180.08
ID1658,349.76
ID1659,191.24
ID1660,73.68
ID1661,60.84
ID1662,52.56
ID1663,159.08
ID1664,97.68
ID1665,238.04
ID1666,417.88
ID1667,95.32
ID1668,123.44
ID1669,205.2
ID1670,32.48
ID1671,68.04
ID1672,231.88
ID1673,61.04
ID1674,56.68
ID1675,77.6
ID1676,238.8
ID1677,300.72
ID1678,165.8
ID1679,247.72
ID1680,281.36
ID1681,168.12
ID1682,68.12
ID1683,257.88
ID1684,269.04
ID1685,113
ID1686,240.72
ID1687,149.36
ID1688,53.36
ID1689,193.68
ID1690,92.56
ID1691,63.92
ID1692,91.4
ID1693,147.76
ID1694,174.36
ID1695,NA
ID1696,72.52
ID1697,204.24
ID1698,79.16
ID1699,16.6
ID1700,180.28
ID1701,102.04
ID1702,44.04
ID1703,126.6
ID1704,134.52
ID1705,104.52
ID1706,37.88
ID1707,28.88
ID1708,153.28
ID1709,NA
ID1710,159.16
ID1711,70
ID1712,54.04
ID1713,183.76
ID1714,122.52
ID1715,NA
ID1716,227.08
ID1717,95.96
ID1718,314.96
ID1719,108.84
ID1720,147.96
ID1721,274.36
ID1722,98.76
ID1723,92.44
ID1724,40.88
ID1725,505.44
ID1726,63.32
ID1727,65.32
ID1728,122.72
ID1729,162.92
ID1730,187.88
ID1731,61.8
ID1732,137.4
ID1733,67.16
ID1734,155.24
ID1735,7.64
ID1736,121.08
ID1737,139.72
ID1738,81
ID1739,152.68
ID1740,64.48
ID1741,144.44
ID1742,148.88
ID1743,588.4
ID1744,37.8
ID1745,88.32
ID1746,145.16
ID1747,543.2
ID1748,67.28
ID1749,193.36
ID1750,95.24
ID1751,150.96
ID1752,100.72
ID1753,108.2
ID1754,68.4
ID1755,53.44
ID1756,58.12
ID1757,133.72
ID1758,109.64
ID1759,21.44
ID1760,56.28
ID1761,68.8
ID1762,402.96
ID1763,25.76
ID1764,NA
ID1765,63.4
ID1766,67.84
ID1767,78.28
ID1768,222.92
ID1769,85.08
ID1770,NA
ID1771,241.88
ID1772,8.6
ID1773,198.48
ID1774,149.4
ID1775,102.48
ID1776,120.4
ID1777,351.32
ID1778,217.68
ID1779,75.64
ID1780,110.72
ID1781,364.68
ID1782,3.52
ID1783,0.12
ID1784,292.16
ID1785,81.88
ID1786,41.04
ID1787,74.88
ID1788,14.16
ID1789,77.64
ID1790,323.68
ID1791,82.28
ID1792,NA
ID1793,94.52
ID1794,130.8
ID1795,23.32
ID1796,147.68
ID1797,115.84
ID1798,138.52
ID1799,18.56
ID1800,74.6
ID1801,63.48
ID1802,NA
ID1803,76.72
ID1804,89.24
ID1805,113.96
ID1806,63.04
ID1807,49.2
ID1808,32.72
ID1809,58.88
ID1810,115.8
ID1811,101.12
ID1812,NA
ID1813,70.32
ID1814,84.88
ID1815,45.32
ID1816,275.44
ID1817,137.64
ID1818,323.68
ID1819,112.04
ID1820,206.32
ID1821,234.96
ID1822,99.08
ID1823,72.24
ID1824,64.8
ID1825,61.64
ID1826,90.36
ID1827,80.64
ID1828,198.84
ID1829,81.8
ID1830,102.08
ID1831,80.24
ID1832,66.08
ID1833,79.8
ID1834,102.64
ID1835,131.76
ID1836,83.12
ID1837,10.36
ID1838,187.56
ID1839,34.72
ID1840,60.6
ID1841,7
ID1842,103.2
ID1843,138.72
ID1844,91.36
ID1845,156.28
ID1846,180.8
ID1847,184.68
ID1848,96.92
ID1849,0
ID1850,137.8
ID1851,75.56
ID1852,20.44
ID1853,112.52
ID1854,163.16
ID1855,114.24
ID1856,126.88
ID1857,NA
ID1858,107.56
ID1859,29.2
ID1860,74.76
ID1861,83.16
ID1862,151.72
ID1863,113.16
ID1864,20.4
ID1865,43.16
ID1866,62.12
ID1867,60.56
ID1868,NA
ID1869,83.6
ID1870,124.36
ID1871,92.96
ID1872,452.6
ID1873,NA
ID1874,138.64
ID1875,158.44
ID1876,48.72
ID1877,197.84
ID1878,124.6
ID1879,80.52
ID1880,235.68
ID1881,172.56
ID1882,16.84
ID1883,102.68
ID1884,87.36
ID1885,24.92
ID1886,83.28
ID1887,149.92
ID1888,67.04
ID1889,90.16
ID1890,66.84
ID1891,58.36
ID1892,48.8
ID1893,76.2
ID1894,53.16
ID1895,217.08
ID1896,108.52
ID1897,78.56
ID1898,50.36
ID1899,NA
ID1900,17.4
ID1901,105.04
ID1902,155.16
ID1903,56.36
ID1904,27.08
ID1905,32.76
ID1906,173.44
ID1907,74.88
ID1908,171.4
ID1909,65.48
ID1910,38.24
ID1911,93.76
ID1912,149.12
ID1913,104.12
ID1914,8.04
ID1915,88.4
ID1916,155.16
ID1917,142.44
ID1918,132.24
ID1919,70.76
ID1920,102.92
ID1921,11.64
ID1922,74.96
ID1923,62.64
ID1924,NA
ID1925,173.24
ID1926,183.28
ID1927,43.52
ID1928,25.88
ID1929,98.84
ID1930,36.88
ID1931,141
ID1932,48.16
ID1933,153.88
ID1934,86.04
ID1935,76.04
ID1936,97.24
ID1937,213.44
ID1938,NA
ID1939,31
ID1940,48.52
ID1941,78.04
ID1942,148.16
ID1943,NA
ID1944,64.88
ID1945,272.96
ID1946,63.68
ID1947,379.16
ID1948,95.24
ID1949,139.72
ID1950,1073.96
ID1951,48.84
ID1952,115.6
ID1953,36.92
ID1954,70.12
ID1955,113.32
ID1956,286.12
ID1957,NA
ID1958,18.52
ID1959,174.64
ID1960,83.88
ID1961,181.12
ID1962,51.2
ID1963,1.36
ID1964,150.36
ID1965,NA
ID1966,131.76
ID1967,42.12
ID1968,92.16
ID1969,561.96
ID1970,108.92
ID1971,101.96
ID1972,82.84
ID1973,55.8
ID1974,127.04
ID1975,52.28
ID1976,12.4
ID1977,71.84
ID1978,342.56
ID1979,106.48
ID1980,126.2
ID1981,86.64
ID1982,179.2
ID1983,97.52
ID1984,118.08
ID1985,212.96
ID1986,0
ID1987,149.96
ID1988,31.96
ID1989,29.8
ID1990,117.56
ID1991,117.72
ID1992,387.84
ID1993,214.16
ID1994,130.64
ID1995,95.52
ID1996,78.88
ID1997,135.36
ID1998,186.8
ID1999,47.68
ID2000,77.8
ID2001,247.2
ID2002,80.56
ID2003,33.4
ID2004,70.52
ID2005,71.56
ID2006,50.48
ID2007,38.28
ID2008,186.68
ID2009,NA
ID2010,52.92
ID2011,105.92
ID2012,129.88
ID2013,97.48
ID2014,74.84
ID2015,5.4
ID2016,57.68
ID2017,511.92
ID2018,NA
ID2019,22.6
ID2020,78.64
ID2021,89.56
ID2022,79.88
ID2023,181
ID2024,18.64
ID2025,100.36
ID2026,121.8
ID2027,280.08
ID2028,99.6
ID2029,NA
ID2030,84.68
ID2031,56.64
ID2032,112.2
ID2033,93.84
ID2034,19.96
ID2035,NA
ID2036,140.24
ID2037,87.84
ID2038,150.2
ID2039,40
ID2040,124
ID2041,233.52
ID2042,355.24
ID2043,98.52
ID2044,64.2
ID2045,145.12
ID2046,112.04
ID2047,205.84
ID2048,127.32
ID2049,119.08
ID2050,37.64
ID2051,125.4
ID2052,44.44
ID2053,87.92
ID2054,111.52
ID2055,11
ID2056,73
ID2057,187
ID2058,NA
ID2059,83.12
ID2060,121.44
ID2061,86.36
ID2062,105.6
ID2063,85.88
ID2064,297.72
ID2065,84.68
ID2066,82.16
ID2067,114.48
ID2068,78.92
ID2069,70.44
ID2070,94.52
ID2071,125.16
ID2072,429.96
ID2073,78.88
ID2074,33.76
ID2075,33.48
ID2076,187.12
ID2077,213.92
ID2078,88.04
ID2079,142.88
ID2080,193.04
ID2081,105.4
ID2082,172.88
ID2083,139.44
ID2084,82.92
ID2085,29.24
ID2086,NA
ID2087,53.04
ID2088,4
ID2089,84.56
ID2090,NA
ID2091,92.6
ID2092,55.52
ID2093,25.92
ID2094,73.84
ID2095,NA
ID2096,80.48
ID2097,191.76
ID2098,27.32
ID2099,86
ID2100,88.12
ID2101,163.6
ID2102,27.08
ID2103,58.12
ID2104,54.4
ID2105,103.8
ID2106,129.6
ID2107,126.12
ID2108,175.72
ID2109,62.76
ID2110,78.92
ID2111,83.92
ID2112,157
ID2113,175.84
ID2114,180.36
ID2115,65.4
ID2116,110.8
ID2117,274
ID2118,175.6
ID2119,60.96
ID2120,27.96
ID2121,48.72
ID2122,156.72
ID2123,58.56
ID2124,0.08
ID2125,0
ID2126,95
ID2127,105.44
ID2128,50.48
ID2129,NA
ID2130,79.68
ID2131,230.6
ID2132,159.44
ID2133,114.64
ID2134,56.16
ID2135,21.8
ID2136,53.16
ID2137,226.64
ID2138,87.16
ID2139,119.28
ID2140,344.16
ID2141,165.28
ID2142,165.68
ID2143,121.04
ID2144,182.32
ID2145,6.12
ID2146,77.36
ID2147,269.12
ID2148,83.72
ID2149,197.32
ID2150,192.32
ID2151,83.4
ID2152,144.8
ID2153,186.28
ID2154,12.56
ID2155,120.28
ID2156,62.36
ID2157,64.04
ID2158,16.32
ID2159,42.44
ID2160,58.88
ID2161,NA
ID2162,0.24
ID2163,316.68
ID2164,45.16
ID2165,129.24
ID2166,57.64
ID2167,364.16
ID2168,125.4
ID2169,78
ID2170,180.2
ID2171,73.4
ID2172,146.92
ID2173,107.48
ID2174,81.36
ID2175,123.44
ID2176,91.52
ID2177,37
ID2178,78.92
ID2179,216.68
ID2180,67.84
ID2181,50.64
ID2182,NA
ID2183,69.72
ID2184,121.52
ID2185,86.36
ID2186,945.48
ID2187,37.32
ID2188,41.16
ID2189,67.96
ID2190,47.6
ID2191,31.6
ID2192,51.68
ID2193,163.36
ID2194,283.04
ID2195,132.16
ID2196,38.24
ID2197,48.28
ID2198,160.56
ID2199,2.16
ID2200,70
ID2201,110.64
ID2202,103.68
ID2203,51.24
ID2204,8.16
ID2205,179.24
ID2206,45.76
ID2207,137.4
ID2208,106.8
ID2209,241.96
ID2210,259
ID2211,128.36
ID2212,72.44
ID2213,77.84
ID2214,56.24
ID2215,77.44
ID2216,10.6
ID2217,520.36
ID2218,NA
ID2219,292.08
ID2220,551.44
ID2221,323.24
ID2222,43.2
ID2223,260.2
ID2224,42.8
ID2225,92.72
ID2226,130.76
ID2227,64
ID2228,147.08
ID2229,323.4
ID2230,173.88
ID2231,97.4
ID2232,30.2
ID2233,94.96
ID2234,96.6
ID2235,NA
ID2236,62.68
ID2237,100.24
ID2238,NA
ID2239,183.32
ID2240,117.52
ID2241,89.04
ID2242,68
ID2243,128.8
ID2244,94.52
ID2245,101.92
ID2246,206.2
ID2247,126.92
ID2248,174.36
ID2249,124.24
ID2250,127.76
ID2251,442.76
ID2252,50.88
ID2253,68.68
ID2254,118.8
ID2255,77.32
ID2256,0.28
ID2257,247.96
ID2258,41.32
ID2259,89.36
ID2260,77.24
ID2261,120.88
ID2262,257.36
ID2263,127.92
ID2264,65.72
ID2265,111.6
ID2266,130.08
ID2267,22.6
ID2268,69.32
ID2269,99.8
ID2270,NA
ID2271,51.8
ID2272,NA
ID2273,251.48
ID2274,92.12
ID2275,167.12
ID2276,142.8
ID2277,56.72
ID2278,271.56
ID2279,84.08
ID2280,228.44
ID2281,105.72
ID2282,57.68
ID2283,22.8
ID2284,72.36
ID2285,132.84
ID2286,96.32
ID2287,78.04
ID2288,239
ID2289,114.72
ID2290,22.04
ID2291,28.96
ID2292,57.72
ID2293,136.2
ID2294,91.64
ID2295,43.04
ID2296,43.4
ID2297,48.96
ID2298,77.76
ID2299,25.84
ID2300,98.84
ID2301,NA
ID2302,102.68
ID2303,70.52
ID2304,50.96
ID2305,18.32
ID2306,234.88
ID2307,217.68
ID2308,114
ID2309,79.48
ID2310,194.76
ID2311,91.48
ID2312,379.4
ID2313,232.28
ID2314,108.12
ID2315,53.88
ID2316,98.76
ID2317,NA
ID2318,55.4
ID2319,93.96
ID2320,49.04
ID2321,108
ID2322,85.76
ID2323,245.64
ID2324,98.96
ID2325,0.48
ID2326,36
ID2327,46.2
ID2328,111.96
ID2329,129.36
ID2330,143.4
ID2331,74.24
ID2332,112.64
ID2333,55.68
ID2334,89.76
ID2335,302.64
ID2336,26.12
ID2337,62.76
ID2338,198
ID2339,59.44
ID2340,27.04
ID2341,60.72
ID2342,179.28
ID2343,76.44
ID2344,145.6
ID2345,65.48
ID2346,145.36
ID2347,44.32
ID2348,NA
ID2349,83.68
ID2350,319.24
ID2351,98.4
ID2352,35.56
ID2353,81.72
ID2354,125.68
ID2355,185.96
ID2356,142.84
ID2357,104.32
ID2358,130.08
ID2359,157.12
ID2360,108.6
ID2361,99.92
ID2362,73.8
ID2363,381.36
ID2364,43
ID2365,80.72
ID2366,80.92
ID2367,69.28
ID2368,215.32
ID2369,114.08
ID2370,102.92
ID2371,82.84
ID2372,223
ID2373,1.44
ID2374,70.6
ID2375,81.8
ID2376,120.68
ID2377,214.6
ID2378,NA
ID2379,152.88
ID2380,91.84
ID2381,108.24
ID2382,117.8
ID2383,95.6
ID2384,171.52
ID2385,59.32
ID2386,NA
ID2387,140.48
ID2388,151.28
ID2389,56.16
ID2390,58.36
ID2391,388.92
ID2392,68.6
ID2393,86.4
ID2394,NA
ID2395,219.76
ID2396,149.44
ID2397,95
ID2398,226.96
ID2399,40.28
ID2400,76.96
ID2401,21.72
ID2402,63.36
ID2403,44.8
ID2404,91.76
ID2405,96.4
ID2406,100.6
ID2407,135.44
ID2408,93
ID2409,154.88
ID2410,108.72
ID2411,190.92
ID2412,109
ID2413,89.16
ID2414,105.52
ID2415,69.4
ID2416,312.24
ID2417,231.96
ID2418,146
ID2419,170.24
ID2420,492.92
ID2421,109.4
ID2422,257.16
ID2423,35
ID2424,74.12
ID2425,141.44
ID2426,NA
ID2427,110.76
ID2428,98.4
ID2429,84.2
ID2430,86.76
ID2431,118.48
ID2432,84.8
ID2433,162.48
ID2434,19.68
ID2435,35.6
ID2436,88.08
ID2437,112.16
ID2438,168.84
ID2439,NA
ID2440,203.32
ID2441,83.4
ID2442,68
ID2443,83.96
ID2444,6.08
ID2445,29.32
ID2446,97
ID2447,4.72
ID2448,180.92
ID2449,58.68
ID2450,343.6
ID2451,83.28
ID2452,100.24
ID2453,79.16
ID2454,160.64
ID2455,53.52
ID2456,154
ID2457,59.72
ID2458,98.24
ID2459,103.96
ID2460,80.52
ID2461,80
ID2462,272.16
ID2463,29.8
ID2464,80.2
ID2465,37.88
ID2466,39.56
ID2467,121.2
ID2468,100.84
ID2469,200.8
ID2470,249
ID2471,69.84
ID2472,40.2
ID2473,127.24
ID2474,120.68
ID2475,47.96
ID2476,99.32
ID2477,46.36
ID2478,0.08
ID2479,45.24
ID2480,313.16
ID2481,326.24
ID2482,100.44
ID2483,137.68
ID2484,48.28
ID2485,89.48
ID2486,284.44
ID2487,39.6
ID2488,60.08
ID2489,60.88
ID2490,137.4
ID2491,80.64
ID2492,39.16
ID2493,88.76
ID2494,109.6
ID2495,11.08
ID2496,134.4
ID2497,126.28
ID2498,78.28
ID2499,105.28
ID2500,41.6
ID2501,46.92
ID2502,56.28
ID2503,160.88
ID2504,90.32
ID2505,119.48
ID2506,34.72
ID2507,97.6
ID2508,85.32
ID2509,29.32
ID2510,77.28
ID2511,44.32
ID2512,106.36
ID2513,117.16
ID2514,119.4
ID2515,90
ID2516,42
ID2517,103.6
ID2518,103.56
ID2519,89.68
ID2520,132.88
ID2521,104.88
ID2522,83.4
ID2523,72.92
ID2524,203.88
ID2525,83.72
ID2526,NA
ID2527,83.96
ID2528,170.64
ID2529,54.68
ID2530,31
ID2531,49.2
ID2532,162.76
ID2533,294.68
ID2534,0
ID2535,98.88
ID2536,83.04
ID2537,85.2
ID2538,87.56
ID2539,104.04
ID2540,78.96
ID2541,75.48
ID2542,12.44
ID2543,0.8
ID2544,60.24
ID2545,164.12
ID2546,47.24
ID2547,117.88
ID2548,85.64
ID2549,38.6
ID2550,34.56
ID2551,131.4
ID2552,157.12
ID2553,NA
ID2554,117.2
ID2555,97.28
ID2556,39.52
ID2557,98.88
ID2558,134.16
ID2559,242.04
ID2560,279.6
ID2561,334.12
ID2562,NA
ID2563,89.48
ID2564,156.24
ID2565,74.48
ID2566,123.44
ID2567,104.48
ID2568,189.64
ID2569,97.4
ID2570,NA
ID2571,97.32
ID2572,57.32
ID2573,150.52
ID2574,27.52
ID2575,51.24
ID2576,108.88
ID2577,165
ID2578,54.88
ID2579,41.8
ID2580,90.72
ID2581,212.8
ID2582,NA
ID2583,193.32
ID2584,250.08
ID2585,99.6
ID2586,195.84
ID2587,94.4
ID2588,479.72
ID2589,73.76
ID2590,123.68
ID2591,6.16
ID2592,12.96
ID2593,103.2
ID2594,161.08
ID2595,48.4
ID2596,148.04
ID2597,141.2
ID2598,114.44
ID2599,118.24
ID2600,158.56
ID2601,106.52
ID2602,65.64
ID2603,86.08
ID2604,165.92
ID2605,104.16
ID2606,78.52
ID2607,29.72
ID2608,150.76
ID2609,382.8
ID2610,194.56
ID2611,61.32
ID2612,70.56
ID2613,139.92
ID2614,469.48
ID2615,165.6
ID2616,515.32
ID2617,47.2
ID2618,92.92
ID2619,32.28
ID2620,136.96
ID2621,264.88
ID2622,278.52
ID2623,76.44
ID2624,47.2
ID2625,95.68
ID2626,55.08
ID2627,64.68
ID2628,229.36
ID2629,138.32
ID2630,157.36
ID2631,110.92
ID2632,264.04
ID2633,96.28
ID2634,275.04
ID2635,60.52
ID2636,166.92
ID2637,130.52
ID2638,62.2
ID2639,128.76
ID2640,77.6
ID2641,49.16
ID2642,63.4
ID2643,77.52
ID2644,93.76
ID2645,92.32
ID2646,31.4
ID2647,74.32
ID2648,2.96
ID2649,155.48
ID2650,177.92
ID2651,68
ID2652,8.36
ID2653,107.24
ID2654,119.6
ID2655,55.44
ID2656,81.72
ID2657,10.64
ID2658,28.48
ID2659,57.52
ID2660,938.24
ID2661,52.52
ID2662,84.28
ID2663,131.36
ID2664,9.8
ID2665,71.28
ID2666,93.48
ID2667,42.16
ID2668,77.4
ID2669,82.72
ID2670,122.68
ID2671,74.16
ID2672,141.68
ID2673,56.88
ID2674,45.4
ID2675,76.12
ID2676,57.08
ID2677,105.96
ID2678,112.04
ID2679,62.36
ID2680,82.76
ID2681,271.04
ID2682,128.48
ID2683,109.52
ID2684,59.72
ID2685,45.6
ID2686,93.64
ID2687,59.44
ID2688,20.28
ID2689,90.24
ID2690,107.68
ID2691,106.52
ID2692,63.8
ID2693,13.36
ID2694,1.56
ID2695,67.28
ID2696,130.52
ID2697,37.32
ID2698,103.76
ID2699,163.24
ID2700,43.16
ID2701,180
ID2702,108.48
ID2703,133.6
ID2704,95.8
ID2705,49.28
ID2706,23.72
ID2707,89.52
ID2708,151.48
ID2709,145.72
ID2710,150.8
