household_ID,Consumption
ID2711,79.28
ID2712,127.4
ID2713,106.64
ID2714,131.68
ID2715,105.76
ID2716,134.4
ID2717,282.12
ID2718,151.44
ID2719,75.6
ID2720,26.44
ID2721,6.44
ID2722,78.88
ID2723,111.68
ID2724,87.56
ID2725,269.96
ID2726,407.24
ID2727,139.28
ID2728,75.48
ID2729,93.4
ID2730,77.24
ID2731,53.2
ID2732,93.96
ID2733,138.04
ID2734,87.36
ID2735,348.04
ID2736,85.52
ID2737,84.4
ID2738,129.56
ID2739,140.24
ID2740,85.6
ID2741,55.56
ID2742,94.32
ID2743,55.24
ID2744,114.36
ID2745,34.44
ID2746,158.04
ID2747,36.08
ID2748,140.08
ID2749,66.44
ID2750,55.28
ID2751,91.68
ID2752,87.4
ID2753,81
ID2754,188.52
ID2755,86.52
ID2756,58.52
ID2757,59.68
ID2758,114.6
ID2759,NA
ID2760,66
ID2761,111.6
ID2762,117.6
ID2763,124.76
ID2764,165.28
ID2765,117.68
ID2766,NA
ID2767,98.56
ID2768,107.2
ID2769,62.92
ID2770,1026.88
ID2771,166.32
ID2772,67.48
ID2773,45.36
ID2774,418.08
ID2775,66.92
ID2776,63.36
ID2777,38.92
ID2778,551.12
ID2779,77.48
ID2780,267.88
ID2781,245.4
ID2782,41.2
ID2783,15.48
ID2784,103.96
ID2785,90.8
ID2786,80.24
ID2787,74.36
ID2788,198.64
ID2789,165.8
ID2790,146.64
ID2791,81
ID2792,49.2
ID2793,104.88
ID2794,29.4
ID2795,116.24
ID2796,90.72
ID2797,69.52
ID2798,140.84
ID2799,136.52
ID2800,108.28
ID2801,81.16
ID2802,221.04
ID2803,84.56
ID2804,57
ID2805,73.8
ID2806,113.64
ID2807,97.4
ID2808,10.96
ID2809,188.48
ID2810,272.4
ID2811,139.72
ID2812,86.84
ID2813,138.52
ID2814,199.12
ID2815,187.64
ID2816,296
ID2817,198.76
ID2818,40.6
ID2819,91
ID2820,33.64
ID2821,92.08
ID2822,75.8
ID2823,45.92
ID2824,123.88
ID2825,49.12
ID2826,139.76
ID2827,154.24
ID2828,46.04
ID2829,41.4
ID2830,194.92
ID2831,79.96
ID2832,117.96
ID2833,22.16
ID2834,135.92
ID2835,109.08
ID2836,110.04
ID2837,166.56
ID2838,127
ID2839,135.76
ID2840,113.76
ID2841,79
ID2842,99.64
ID2843,81.68
ID2844,83.96
ID2845,117.48
ID2846,93.28
ID2847,112.8
ID2848,NA
ID2849,83.64
ID2850,113.08
ID2851,53.76
ID2852,77.56
ID2853,63.04
ID2854,217.44
ID2855,169.6
ID2856,NA
ID2857,41.64
ID2858,100.2
ID2859,127.96
ID2860,188.8
ID2861,67.68
ID2862,120.88
ID2863,0.12
ID2864,61.16
ID2865,62.88
ID2866,28.92
ID2867,30.84
ID2868,126.8
ID2869,418.08
ID2870,79.96
ID2871,20.08
ID2872,66.32
ID2873,87.48
ID2874,84.2
ID2875,44.88
ID2876,155.2
ID2877,98.72
ID2878,44.8
ID2879,96.44
ID2880,NA
ID2881,107.24
ID2882,87.56
ID2883,78.2
ID2884,16.2
ID2885,42.64
ID2886,65.36
ID2887,89.28
ID2888,92.16
ID2889,34.84
ID2890,293.48
ID2891,112.36
ID2892,61.12
ID2893,19.36
ID2894,71.12
ID2895,53
ID2896,147.52
ID2897,18.96
ID2898,NA
ID2899,15.36
ID2900,131.32
ID2901,113.32
ID2902,217.48
ID2903,222.32
ID2904,50.44
ID2905,65.84
ID2906,103.64
ID2907,NA
ID2908,8.2
ID2909,46.12
ID2910,111.6
ID2911,216.04
ID2912,135.32
ID2913,111
ID2914,79.96
ID2915,114.08
ID2916,143.12
ID2917,126.24
ID2918,111.84
ID2919,326.24
ID2920,75.08
ID2921,85.16
ID2922,197.84
ID2923,492.64
ID2924,85.48
ID2925,17.4
ID2926,68.68
ID2927,127.04
ID2928,141.16
ID2929,140.56
ID2930,129
ID2931,128.72
ID2932,39.76
ID2933,45.08
ID2934,48.16
ID2935,15.76
ID2936,171.16
ID2937,135.76
ID2938,52.48
ID2939,108.16
ID2940,46.4
ID2941,51.16
ID2942,216.92
ID2943,60.32
ID2944,87.44
ID2945,40.52
ID2946,64.88
ID2947,4.56
ID2948,118.16
ID2949,153.2
ID2950,107.36
ID2951,102.64
ID2952,151.6
ID2953,NA
ID2954,117.16
ID2955,124.8
ID2956,18.52
ID2957,119.76
ID2958,107.68
ID2959,83.84
ID2960,108
ID2961,98.48
ID2962,148.24
ID2963,132.88
ID2964,36.24
ID2965,4.64
ID2966,NA
ID2967,289.64
ID2968,79.52
ID2969,91.8
ID2970,NA
ID2971,48.16
ID2972,274.72
ID2973,76.52
ID2974,218.32
ID2975,89.28
ID2976,174.16
ID2977,148.04
ID2978,50.6
ID2979,54.04
ID2980,0.56
ID2981,NA
ID2982,34.64
ID2983,90.2
ID2984,66
ID2985,537.88
ID2986,61.04
ID2987,166.84
ID2988,87.88
ID2989,46.32
ID2990,108.88
ID2991,42.52
ID2992,129.12
ID2993,33.48
ID2994,NA
ID2995,136.6
ID2996,132.12
ID2997,116.12
ID2998,217.6
ID2999,238.64
ID3000,87.28
ID3001,54.48
ID3002,18.08
ID3003,63.56
ID3004,53.88
ID3005,47.92
ID3006,195.32
ID3007,202.16
ID3008,105.44
ID3009,225.92
ID3010,60.64
ID3011,107.16
ID3012,97.68
ID3013,174.32
ID3014,179
ID3015,168.56
ID3016,226.32
ID3017,71.24
ID3018,202.56
ID3019,124.52
ID3020,48.56
ID3021,66.36
ID3022,122.72
ID3023,128.56
ID3024,194.36
ID3025,NA
ID3026,141.56
ID3027,91.76
ID3028,32.88
ID3029,25.6
ID3030,49.28
ID3031,NA
ID3032,172.68
ID3033,NA
ID3034,234.96
ID3035,98.6
ID3036,77.48
ID3037,166.68
ID3038,99.84
ID3039,156.92
ID3040,155.92
ID3041,198.2
ID3042,31.68
ID3043,181.8
ID3044,117.04
ID3045,91.52
ID3046,152.48
ID3047,66.04
ID3048,92.36
ID3049,59.76
ID3050,168.8
ID3051,94.76
ID3052,50.08
ID3053,45.52
ID3054,84.96
ID3055,16.96
ID3056,82.16
ID3057,60.36
ID3058,142.12
ID3059,306
ID3060,74.16
ID3061,158.56
ID3062,146.88
ID3063,297.52
ID3064,126.88
ID3065,45.4
ID3066,148.68
ID3067,73
ID3068,291.32
ID3069,361.88
ID3070,249.6
ID3071,213.8
ID3072,155.32
ID3073,91.44
ID3074,175
ID3075,218.84
ID3076,110.96
ID3077,100.96
ID3078,80.76
ID3079,175.04
ID3080,135.12
ID3081,77.88
ID3082,99.44
ID3083,38.44
ID3084,106.68
ID3085,162.68
ID3086,185
ID3087,50.56
ID3088,49.76
ID3089,122.48
ID3090,153.64
ID3091,56.36
ID3092,110.24
ID3093,37.84
ID3094,204.44
ID3095,129.84
ID3096,71.24
ID3097,83.76
ID3098,282.88
ID3099,19.72
ID3100,122.92
ID3101,103.64
ID3102,69.36
ID3103,62.76
ID3104,139.36
ID3105,77.16
ID3106,60.28
ID3107,101.48
ID3108,114.48
ID3109,159.88
ID3110,103.08
ID3111,130.84
ID3112,61.84
ID3113,NA
ID3114,44.48
ID3115,99.68
ID3116,46.28
ID3117,182.96
ID3118,146.88
ID3119,45.28
ID3120,112.52
ID3121,228.44
ID3122,9.2
ID3123,87.12
ID3124,99.64
ID3125,41.76
ID3126,44.76
ID3127,101.84
ID3128,44.12
ID3129,67
ID3130,93.28
ID3131,65.36
ID3132,69.72
ID3133,144.52
ID3134,89.96
ID3135,69.52
ID3136,35.64
ID3137,79.48
ID3138,57.52
ID3139,90.84
ID3140,35.56
ID3141,67.84
ID3142,14.28
ID3143,41.36
ID3144,23.16
ID3145,16.84
ID3146,36.16
ID3147,152.16
ID3148,390.16
ID3149,180.68
ID3150,73.84
ID3151,117.2
ID3152,141.92
ID3153,52
ID3154,105.56
ID3155,173.84
ID3156,NA
ID3157,139.12
ID3158,34.84
ID3159,35.16
ID3160,58.92
ID3161,19
ID3162,7.24
ID3163,209
ID3164,NA
ID3165,58.44
ID3166,36.4
ID3167,138.96
ID3168,97.4
ID3169,132.52
ID3170,154.12
ID3171,35.28
ID3172,55.2
ID3173,81.6
ID3174,40.72
ID3175,354.68
ID3176,24.96
ID3177,95.04
ID3178,2154.4
ID3179,222.52
ID3180,0
ID3181,92.4
ID3182,144.8
ID3183,112.56
ID3184,26.68
ID3185,85
ID3186,84.6
ID3187,148.92
ID3188,96.12
ID3189,108.32
ID3190,7.52
ID3191,176.4
ID3192,NA
ID3193,187.44
ID3194,56
ID3195,95.96
ID3196,111.04
ID3197,96.72
ID3198,71.56
ID3199,87.44
ID3200,12.84
ID3201,33.04
ID3202,120.56
ID3203,130.64
ID3204,88.56
ID3205,198.16
ID3206,140.88
ID3207,128.52
ID3208,67.28
ID3209,26.16
ID3210,97.64
ID3211,59.28
ID3212,66.44
ID3213,130.56
ID3214,158.04
ID3215,NA
ID3216,NA
ID3217,146.52
ID3218,121.36
ID3219,85
ID3220,125.28
ID3221,79.48
ID3222,379.8
ID3223,133.8
ID3224,99.6
ID3225,120.12
ID3226,31.64
ID3227,60.48
ID3228,135.84
ID3229,142.52
ID3230,85.56
ID3231,122.96
ID3232,186.48
ID3233,104.72
ID3234,30.84
ID3235,60.96
ID3236,91.76
ID3237,263.96
ID3238,172
ID3239,63.72
ID3240,206.2
ID3241,81.04
ID3242,220.04
ID3243,25.84
ID3244,92.24
ID3245,107.64
ID3246,143.32
ID3247,167.44
ID3248,168.8
ID3249,130.12
ID3250,501.4
ID3251,106.88
ID3252,62.8
ID3253,221.88
ID3254,72.96
ID3255,120.72
ID3256,339.2
ID3257,65.16
ID3258,355.8
ID3259,154.24
ID3260,87.88
ID3261,121.76
ID3262,98.48
ID3263,247.56
ID3264,37.04
ID3265,62.92
ID3266,151.44
ID3267,598.52
ID3268,116.8
ID3269,80.04
ID3270,74.28
ID3271,127.56
ID3272,112.44
ID3273,86.04
ID3274,43.48
ID3275,0
ID3276,85.52
ID3277,95.36
ID3278,235.08
ID3279,429.68
ID3280,104.88
ID3281,106.56
ID3282,176.36
ID3283,129.12
ID3284,414.28
ID3285,36.48
ID3286,66.12
ID3287,114.36
ID3288,103.08
ID3289,81
ID3290,67.24
ID3291,80.84
ID3292,39.44
ID3293,281.08
ID3294,81.84
ID3295,84.04
ID3296,114.44
ID3297,45.4
ID3298,135.68
ID3299,170.2
ID3300,20.92
ID3301,103.76
ID3302,76.08
ID3303,9.72
ID3304,6.28
ID3305,89.04
ID3306,84.48
ID3307,355.32
ID3308,90.52
ID3309,111.16
ID3310,65.08
ID3311,195.28
ID3312,151.04
ID3313,60.36
ID3314,175.4
ID3315,150
ID3316,61.36
ID3317,10.96
ID3318,0
ID3319,94.8
ID3320,105.56
ID3321,130.96
ID3322,51.6
ID3323,41.28
ID3324,102.6
ID3325,78.36
ID3326,159.32
ID3327,75.56
ID3328,50.76
ID3329,72.96
ID3330,119.84
ID3331,83.84
ID3332,171.32
ID3333,59.68
ID3334,82.8
ID3335,8.04
ID3336,52.88
ID3337,31.8
ID3338,240.2
ID3339,164.4
ID3340,108.28
ID3341,510.68
ID3342,80.12
ID3343,102.36
ID3344,80.36
ID3345,65.92
ID3346,156.76
ID3347,134.44
ID3348,143.32
ID3349,112.24
ID3350,126.32
ID3351,198.08
ID3352,106.52
ID3353,102.24
ID3354,20.28
ID3355,78.4
ID3356,173.56
ID3357,47.28
ID3358,75.88
ID3359,75.88
ID3360,88.92
ID3361,150.52
ID3362,62.4
ID3363,104.96
ID3364,209.84
ID3365,84.76
ID3366,294.96
ID3367,76.6
ID3368,140.24
ID3369,111.52
ID3370,39
ID3371,151.32
ID3372,71.52
ID3373,115.68
ID3374,16.76
ID3375,127.12
ID3376,230.96
ID3377,58.4
ID3378,88.52
ID3379,99.04
ID3380,66.08
ID3381,74.36
ID3382,77.2
ID3383,65.16
ID3384,56.56
ID3385,509.96
ID3386,70.4
ID3387,149.16
ID3388,202.52
ID3389,128.56
ID3390,50.6
ID3391,107.72
ID3392,60.68
ID3393,NA
ID3394,134.68
ID3395,NA
ID3396,174.2
ID3397,141.84
ID3398,107.2
ID3399,462.48
ID3400,91.68
ID3401,83.64
ID3402,44.68
ID3403,40.76
ID3404,184
ID3405,159.8
ID3406,89.16
ID3407,23.52
ID3408,77.16
ID3409,32.36
ID3410,13.32
ID3411,487.64
ID3412,154.28
ID3413,109.84
ID3414,135.56
ID3415,82.76
ID3416,117.04
ID3417,58.04
ID3418,91.12
ID3419,76.76
ID3420,108.04
ID3421,95.44
ID3422,98.2
ID3423,79.48
ID3424,119.88
ID3425,120.6
ID3426,14.4
ID3427,8.76
ID3428,55.08
ID3429,130.08
ID3430,244.16
ID3431,118.52
ID3432,189.36
ID3433,106.32
ID3434,53.08
ID3435,74.72
ID3436,56.72
ID3437,78.8
ID3438,385.52
ID3439,246.68
ID3440,91.52
ID3441,398.24
ID3442,90.88
ID3443,74.6
ID3444,343.88
ID3445,187.56
ID3446,14.72
ID3447,75.28
ID3448,43.48
ID3449,51.4
ID3450,173.24
ID3451,178.28
ID3452,135.04
ID3453,NA
ID3454,NA
ID3455,2.76
ID3456,102.8
ID3457,221.68
ID3458,73.24
ID3459,133.6
ID3460,136.32
ID3461,20.4
ID3462,63.68
ID3463,192.12
ID3464,130.72
ID3465,183.88
ID3466,322.32
ID3467,115.92
ID3468,158.36
ID3469,NA
ID3470,111.72
ID3471,404.52
ID3472,93.56
ID3473,179.6
ID3474,89.96
ID3475,217.6
ID3476,241.72
ID3477,171.28
ID3478,28.84
ID3479,785.44
ID3480,429.6
ID3481,NA
ID3482,145.76
ID3483,82.52
ID3484,107.04
ID3485,181.96
ID3486,131.76
ID3487,240.8
ID3488,234.4
ID3489,155.04
ID3490,39.04
ID3491,242.68
ID3492,126.36
ID3493,100.96
ID3494,87.72
ID3495,173.68
ID3496,26.84
ID3497,62.52
ID3498,20.4
ID3499,96.72
ID3500,98.88
ID3501,110.68
ID3502,280.2
ID3503,97.64
ID3504,76.92
ID3505,79.64
ID3506,424.88
ID3507,199.88
ID3508,64.92
ID3509,158.52
ID3510,104.12
ID3511,32.76
ID3512,108.8
ID3513,129.76
ID3514,68
ID3515,195
ID3516,NA
ID3517,84.88
ID3518,15.64
ID3519,145.92
ID3520,132.64
ID3521,134.08
ID3522,80.8
ID3523,25.8
ID3524,80.2
ID3525,93.24
ID3526,156.6
ID3527,199.52
ID3528,103.88
ID3529,36.68
ID3530,114.04
ID3531,120.96
ID3532,138.64
ID3533,31.84
ID3534,141
ID3535,99.88
ID3536,NA
ID3537,107.2
ID3538,140.4
ID3539,NA
ID3540,298.68
ID3541,108.2
ID3542,95.84
ID3543,55.16
ID3544,250.64
ID3545,173
ID3546,55.64
ID3547,58.2
ID3548,116.92
ID3549,95.8
ID3550,109.52
ID3551,156.64
ID3552,175.16
ID3553,78.08
ID3554,96.24
ID3555,NA
ID3556,72.2
ID3557,112.64
ID3558,178.68
ID3559,119.44
ID3560,24.68
ID3561,109.64
ID3562,72.72
ID3563,130.32
ID3564,170.24
ID3565,137.84
ID3566,19.12
ID3567,35.52
ID3568,124.08
ID3569,68.52
ID3570,90.76
ID3571,81.48
ID3572,94.84
ID3573,74.08
ID3574,396.88
ID3575,49.16
ID3576,78.36
ID3577,218.8
ID3578,72.84
ID3579,36.32
ID3580,133.36
ID3581,58.56
ID3582,47.36
ID3583,37.08
ID3584,135.72
ID3585,NA
ID3586,55.52
ID3587,119.64
ID3588,NA
ID3589,91.52
ID3590,58.24
ID3591,127.88
ID3592,53.44
ID3593,16.96
ID3594,109.92
ID3595,NA
ID3596,379.72
ID3597,145.76
ID3598,125.28
ID3599,52.96
ID3600,352.96
ID3601,NA
ID3602,210.84
ID3603,79.48
ID3604,11.8
ID3605,71.12
ID3606,116.68
ID3607,280.32
ID3608,220.92
ID3609,18.36
ID3610,144.76
ID3611,112.76
ID3612,84.56
ID3613,170
ID3614,41.08
ID3615,114.6
ID3616,71.2
ID3617,173.8
ID3618,105.64
ID3619,99.2
ID3620,170.32
ID3621,55.24
ID3622,149.72
ID3623,228.48
ID3624,1494.04
ID3625,256.24
ID3626,48.12
ID3627,0
ID3628,69.44
ID3629,183.96
ID3630,NA
ID3631,106.44
ID3632,NA
ID3633,393.32
ID3634,88.88
ID3635,159.88
ID3636,74.76
ID3637,68.52
ID3638,76.24
ID3639,48
ID3640,186.92
ID3641,82.88
ID3642,27
ID3643,196.08
ID3644,58.08
ID3645,472.08
ID3646,128.56
ID3647,400.2
ID3648,84.04
ID3649,68.08
ID3650,110.52
ID3651,143.48
ID3652,101.92
ID3653,23
ID3654,60.16
ID3655,230
ID3656,55.84
ID3657,74.76
ID3658,165.08
ID3659,61.68
ID3660,72.16
ID3661,143.36
ID3662,754.16
ID3663,217.64
ID3664,105.04
ID3665,243.04
ID3666,66.36
ID3667,98.12
ID3668,458.6
ID3669,106.56
ID3670,138.24
ID3671,NA
ID3672,83.08
ID3673,NA
ID3674,78.12
ID3675,41.4
ID3676,73.68
ID3677,136.24
ID3678,NA
ID3679,53.96
ID3680,76.76
ID3681,147
ID3682,128.96
ID3683,20.28
ID3684,132.32
ID3685,76.52
ID3686,185.52
ID3687,33.8
ID3688,58.6
ID3689,98.6
ID3690,158.64
ID3691,119.68
ID3692,260.24
ID3693,172.72
ID3694,51.6
ID3695,52.88
ID3696,NA
ID3697,199.32
ID3698,93.16
ID3699,67.8
ID3700,56.92
ID3701,84.32
ID3702,57.12
ID3703,26.08
ID3704,85.52
ID3705,91.16
ID3706,77.36
ID3707,34
ID3708,NA
ID3709,28.56
ID3710,110.28
ID3711,NA
ID3712,119.4
ID3713,129.36
ID3714,135.8
ID3715,94.56
ID3716,53.48
ID3717,64.8
ID3718,67.96
ID3719,42.28
ID3720,185.92
ID3721,98.08
ID3722,87.56
ID3723,372.16
ID3724,114.84
ID3725,176.44
ID3726,146.64
ID3727,188.08
ID3728,308.88
ID3729,65.76
ID3730,342.88
ID3731,130.32
ID3732,30.4
ID3733,471.36
ID3734,31.68
ID3735,142.76
ID3736,379.16
ID3737,449.08
ID3738,105.92
ID3739,85.04
ID3740,83.56
ID3741,88.6
ID3742,103.24
ID3743,23.2
ID3744,83.92
ID3745,137.12
ID3746,101.24
ID3747,113.32
ID3748,113.68
ID3749,95.88
ID3750,127.88
ID3751,121.64
ID3752,87.12
ID3753,0.28
ID3754,193.32
ID3755,135.72
ID3756,221.12
ID3757,40.4
ID3758,62.44
ID3759,28.48
ID3760,343.84
ID3761,207.68
ID3762,81.6
ID3763,210.28
ID3764,0.6
ID3765,NA
ID3766,160.16
ID3767,NA
ID3768,56.52
ID3769,112.4
ID3770,232.76
ID3771,44.68
ID3772,124.6
ID3773,12.96
ID3774,230.28
ID3775,122.4
ID3776,217.96
ID3777,351.88
ID3778,71.28
ID3779,214.36
ID3780,170.76
ID3781,142.04
ID3782,56.64
ID3783,225.92
ID3784,8.12
ID3785,116.4
ID3786,151.36
ID3787,187.36
ID3788,33.68
ID3789,92.64
ID3790,153.12
ID3791,134.08
ID3792,297
ID3793,20.64
ID3794,208.8
ID3795,49.96
ID3796,119.88
ID3797,82.08
ID3798,104.8
ID3799,120
ID3800,94.16
ID3801,78.96
ID3802,163.52
ID3803,74.04
ID3804,196.4
ID3805,40.4
ID3806,752.16
ID3807,73.64
ID3808,80.8
ID3809,98.48
ID3810,77.28
ID3811,89.56
ID3812,35
ID3813,67.64
ID3814,76.64
ID3815,145.28
ID3816,111.76
ID3817,58.8
ID3818,103.72
ID3819,322.68
ID3820,132.24
ID3821,80.88
ID3822,181.52
ID3823,160.36
ID3824,NA
ID3825,920.36
ID3826,173.88
ID3827,98.84
ID3828,91.72
ID3829,100.44
ID3830,51.44
ID3831,99.04
ID3832,54.12
ID3833,56.56
ID3834,46.28
ID3835,25.12
ID3836,84.4
ID3837,18.16
ID3838,105.24
ID3839,79.12
ID3840,66.2
ID3841,100.08
ID3842,150.56
ID3843,65.6
ID3844,106.08
ID3845,102.84
ID3846,111.24
ID3847,165.16
ID3848,46.08
ID3849,116.2
ID3850,100.68
ID3851,6.88
ID3852,71.72
ID3853,89.56
ID3854,61.88
ID3855,49.56
ID3856,156.76
ID3857,8.72
ID3858,3.04
ID3859,55.04
ID3860,104.52
ID3861,35.04
ID3862,62.6
ID3863,213.28
ID3864,45.48
ID3865,74.24
ID3866,111.76
ID3867,147.76
ID3868,156.48
ID3869,95.36
ID3870,76.48
ID3871,55.72
ID3872,37.4
ID3873,47.96
ID3874,45.16
ID3875,109.08
ID3876,335
ID3877,63.96
ID3878,68.4
ID3879,118.32
ID3880,108.08
ID3881,195.44
ID3882,39
ID3883,86
ID3884,18.24
ID3885,NA
ID3886,47
ID3887,32.44
ID3888,101.44
ID3889,146.24
ID3890,74.92
ID3891,60.36
ID3892,76.2
ID3893,137.56
ID3894,46.28
ID3895,127.84
ID3896,77.6
ID3897,NA
ID3898,116.48
ID3899,130.6
ID3900,76.84
ID3901,71.12
ID3902,43.28
ID3903,175.52
ID3904,52.16
ID3905,241.96
ID3906,154.96
ID3907,159.84
ID3908,2.44
ID3909,116.64
ID3910,1.32
ID3911,114.96
ID3912,141.04
ID3913,191.16
ID3914,84.08
ID3915,78.28
ID3916,77.48
ID3917,106.2
ID3918,100.36
ID3919,24.04
ID3920,9.28
ID3921,NA
ID3922,129.08
ID3923,75.92
ID3924,79
ID3925,112.84
ID3926,232.28
ID3927,220.16
ID3928,124.2
ID3929,190.28
ID3930,185.16
ID3931,22.84
ID3932,131.92
ID3933,95.6
ID3934,21.72
ID3935,90.36
ID3936,90.08
ID3937,104.52
ID3938,86.88
ID3939,40.4
ID3940,69.84
ID3941,66.24
ID3942,40.88
ID3943,85.24
ID3944,45.32
ID3945,24.6
ID3946,71.36
ID3947,158.04
ID3948,427.52
ID3949,83.16
ID3950,704.76
ID3951,118.72
ID3952,85.24
ID3953,NA
ID3954,26.36
ID3955,93.28
ID3956,67.24
ID3957,116.88
ID3958,38.2
ID3959,33.2
ID3960,83.04
ID3961,59.2
ID3962,50.84
ID3963,63.52
ID3964,74.76
ID3965,106.68
ID3966,58.8
ID3967,14.48
ID3968,144
ID3969,95.12
ID3970,86.88
ID3971,93.28
ID3972,119.52
ID3973,43.72
ID3974,43.52
ID3975,54.52
ID3976,94.52
ID3977,104.92
ID3978,90.08
ID3979,125.92
ID3980,67.36
ID3981,73.16
ID3982,65
ID3983,51.68
ID3984,149.2
ID3985,99.4
ID3986,99.44
ID3987,121.32
ID3988,88.8
ID3989,143.6
ID3990,73.4
ID3991,126.92
ID3992,36.68
ID3993,NA
ID3994,48
ID3995,69.4
ID3996,53.16
ID3997,70.6
ID3998,73.04
ID3999,27.04
ID4000,95.48
ID4001,79.56
ID4002,76.92
ID4003,98.84
ID4004,48
ID4005,10.76
ID4006,37.64
ID4007,101.48
ID4008,67.88
ID4009,62.6
ID4010,31.96
ID4011,84.24
ID4012,64.44
ID4013,104.4
ID4014,42.52
ID4015,96.04
ID4016,72.8
ID4017,126.68
ID4018,49.96
ID4019,66.36
ID4020,75.2
ID4021,104.04
ID4022,46.28
ID4023,91.56
ID4024,49.28
ID4025,118.52
ID4026,161.68
ID4027,65.68
ID4028,220.4
ID4029,174.68
ID4030,54.84
ID4031,54.04
ID4032,89.32
ID4033,109.56
ID4034,39.6
ID4035,96.76
ID4036,9.8
ID4037,79.84
ID4038,85.68
ID4039,86.44
ID4040,103.96
ID4041,78.8
ID4042,82.28
ID4043,3.6
ID4044,25.64
ID4045,58.52
ID4046,65.68
ID4047,17.08
ID4048,167.84
ID4049,145.88
ID4050,70.8
ID4051,105.84
ID4052,87.72
ID4053,84.8
ID4054,144.56
ID4055,113.36
ID4056,54.84
ID4057,62.76
ID4058,68.52
ID4059,116.88
ID4060,24.72
ID4061,7.6
ID4062,148.64
ID4063,160.2
